6,812421e+002;1,952660e+000
6,814832e+002;1,953443e+000
6,817242e+002;1,953795e+000
6,819653e+002;1,954079e+000
6,822063e+002;1,954452e+000
6,824474e+002;1,954761e+000
6,826884e+002;1,954579e+000
6,829295e+002;1,953387e+000
6,831706e+002;1,950835e+000
6,834116e+002;1,946960e+000
6,836527e+002;1,942248e+000
6,838937e+002;1,937513e+000
6,841348e+002;1,933625e+000
6,843759e+002;1,931226e+000
6,846169e+002;1,930539e+000
6,848580e+002;1,931312e+000
6,850991e+002;1,932935e+000
6,853401e+002;1,934651e+000
6,855812e+002;1,935821e+000
6,858223e+002;1,936118e+000
6,860633e+002;1,935584e+000
6,863044e+002;1,934532e+000
6,865454e+002;1,933354e+000
6,867865e+002;1,932344e+000
6,870276e+002;1,931595e+000
6,872686e+002;1,931011e+000
6,875097e+002;1,930411e+000
6,877507e+002;1,929651e+000
6,879918e+002;1,928733e+000
6,882328e+002;1,927819e+000
6,884739e+002;1,927172e+000
6,887150e+002;1,927043e+000
6,889561e+002;1,927565e+000
6,891971e+002;1,928696e+000
6,894382e+002;1,930227e+000
6,896793e+002;1,931862e+000
6,899203e+002;1,933324e+000
6,901614e+002;1,934447e+000
6,904024e+002;1,935217e+000
6,906435e+002;1,935753e+000
6,908846e+002;1,936243e+000
6,911256e+002;1,936865e+000
6,913667e+002;1,937714e+000
6,916077e+002;1,938765e+000
6,918488e+002;1,939873e+000
6,920898e+002;1,940818e+000
6,923309e+002;1,941366e+000
6,925720e+002;1,941337e+000
6,928130e+002;1,940650e+000
6,930541e+002;1,939353e+000
6,932952e+002;1,937595e+000
6,935363e+002;1,935584e+000
6,937773e+002;1,933521e+000
6,940184e+002;1,931544e+000
6,942595e+002;1,929697e+000
6,945005e+002;1,927938e+000
6,947416e+002;1,926177e+000
6,949826e+002;1,924326e+000
6,952237e+002;1,922350e+000
6,954647e+002;1,920291e+000
6,957058e+002;1,918266e+000
6,959468e+002;1,916437e+000
6,961879e+002;1,914972e+000
6,964290e+002;1,914011e+000
6,966700e+002;1,913642e+000
6,969111e+002;1,913897e+000
6,971522e+002;1,914746e+000
6,973932e+002;1,916109e+000
6,976343e+002;1,917856e+000
6,978754e+002;1,919811e+000
6,981165e+002;1,921758e+000
6,983575e+002;1,923457e+000
6,985986e+002;1,924671e+000
6,988396e+002;1,925210e+000
6,990807e+002;1,924983e+000
6,993217e+002;1,924030e+000
6,995628e+002;1,922535e+000
6,998039e+002;1,920796e+000
7,000449e+002;1,919167e+000
7,002860e+002;1,917969e+000
7,005270e+002;1,917418e+000
7,007681e+002;1,917556e+000
7,010092e+002;1,918243e+000
7,012502e+002;1,919183e+000
7,014913e+002;1,920014e+000
7,017324e+002;1,920413e+000
7,019734e+002;1,920195e+000
7,022145e+002;1,919371e+000
7,024556e+002;1,918132e+000
7,026966e+002;1,916778e+000
7,029377e+002;1,915613e+000
7,031787e+002;1,914841e+000
7,034198e+002;1,914506e+000
7,036609e+002;1,914492e+000
7,039019e+002;1,914574e+000
7,041430e+002;1,914511e+000
7,043840e+002;1,914129e+000
7,046251e+002;1,913377e+000
7,048661e+002;1,912325e+000
7,051072e+002;1,911125e+000
7,053483e+002;1,909948e+000
7,055894e+002;1,908936e+000
7,058304e+002;1,908170e+000
7,060715e+002;1,907685e+000
7,063126e+002;1,907484e+000
7,065536e+002;1,907559e+000
7,067947e+002;1,907891e+000
7,070357e+002;1,908429e+000
7,072768e+002;1,909080e+000
7,075179e+002;1,909707e+000
7,077589e+002;1,910165e+000
7,080000e+002;1,910344e+000
7,082410e+002;1,910222e+000
7,084821e+002;1,909879e+000
7,087231e+002;1,909475e+000
7,089642e+002;1,909186e+000
7,092053e+002;1,909133e+000
7,094464e+002;1,909332e+000
7,096874e+002;1,909687e+000
7,099285e+002;1,910040e+000
7,101696e+002;1,910233e+000
7,104106e+002;1,910171e+000
7,106517e+002;1,909853e+000
7,108927e+002;1,909343e+000
7,111338e+002;1,908711e+000
7,113749e+002;1,907986e+000
7,116159e+002;1,907123e+000
7,118570e+002;1,906039e+000
7,120980e+002;1,904662e+000
7,123391e+002;1,902999e+000
7,125801e+002;1,901153e+000
7,128212e+002;1,899301e+000
7,130623e+002;1,897626e+000
7,133033e+002;1,896238e+000
7,135444e+002;1,895140e+000
7,137855e+002;1,894233e+000
7,140266e+002;1,893376e+000
7,142676e+002;1,892469e+000
7,145087e+002;1,891506e+000
7,147498e+002;1,890581e+000
7,149908e+002;1,889841e+000
7,152319e+002;1,889412e+000
7,154729e+002;1,889340e+000
7,157140e+002;1,889574e+000
7,159550e+002;1,890000e+000
7,161961e+002;1,890509e+000
7,164371e+002;1,891056e+000
7,166782e+002;1,891677e+000
7,169193e+002;1,892455e+000
7,171603e+002;1,893450e+000
7,174014e+002;1,894628e+000
7,176425e+002;1,895840e+000
7,178835e+002;1,896869e+000
7,181246e+002;1,897519e+000
7,183657e+002;1,897719e+000
7,186068e+002;1,897575e+000
7,188478e+002;1,897343e+000
7,190889e+002;1,897337e+000
7,193299e+002;1,897793e+000
7,195710e+002;1,898762e+000
7,198120e+002;1,900068e+000
7,200531e+002;1,901355e+000
7,202942e+002;1,902222e+000
7,205352e+002;1,902399e+000
7,207763e+002;1,901860e+000
7,210173e+002;1,900839e+000
7,212584e+002;1,899719e+000
7,214995e+002;1,898890e+000
7,217405e+002;1,898630e+000
7,219816e+002;1,899058e+000
7,222227e+002;1,900141e+000
7,224637e+002;1,901743e+000
7,227048e+002;1,903678e+000
7,229459e+002;1,905763e+000
7,231869e+002;1,907840e+000
7,234280e+002;1,909785e+000
7,236690e+002;1,911505e+000
7,239101e+002;1,912934e+000
7,241512e+002;1,914046e+000
7,243922e+002;1,914854e+000
7,246333e+002;1,915416e+000
7,248743e+002;1,915808e+000
7,251154e+002;1,916098e+000
7,253564e+002;1,916318e+000
7,255975e+002;1,916452e+000
7,258386e+002;1,916456e+000
7,260797e+002;1,916303e+000
7,263207e+002;1,916014e+000
7,265618e+002;1,915681e+000
7,268029e+002;1,915445e+000
7,270439e+002;1,915441e+000
7,272850e+002;1,915737e+000
7,275260e+002;1,916289e+000
7,277671e+002;1,916944e+000
7,280082e+002;1,917475e+000
7,282492e+002;1,917657e+000
7,284903e+002;1,917341e+000
7,287313e+002;1,916491e+000
7,289724e+002;1,915192e+000
7,292134e+002;1,913610e+000
7,294545e+002;1,911936e+000
7,296956e+002;1,910339e+000
7,299366e+002;1,908950e+000
7,301777e+002;1,907857e+000
7,304188e+002;1,907120e+000
7,306599e+002;1,906780e+000
7,309009e+002;1,906852e+000
7,311420e+002;1,907308e+000
7,313831e+002;1,908065e+000
7,316241e+002;1,908984e+000
7,318652e+002;1,909895e+000
7,321062e+002;1,910640e+000
7,323473e+002;1,911121e+000
7,325883e+002;1,911323e+000
7,328294e+002;1,911317e+000
7,330704e+002;1,911225e+000
7,333115e+002;1,911168e+000
7,335526e+002;1,911217e+000
7,337936e+002;1,911369e+000
7,340347e+002;1,911543e+000
7,342758e+002;1,911606e+000
7,345168e+002;1,911419e+000
7,347579e+002;1,910872e+000
7,349990e+002;1,909915e+000
7,352401e+002;1,908571e+000
7,354811e+002;1,906927e+000
7,357222e+002;1,905118e+000
7,359632e+002;1,903299e+000
7,362043e+002;1,901622e+000
7,364453e+002;1,900210e+000
7,366864e+002;1,899138e+000
7,369275e+002;1,898428e+000
7,371685e+002;1,898048e+000
7,374096e+002;1,897929e+000
7,376506e+002;1,897983e+000
7,378917e+002;1,898126e+000
7,381328e+002;1,898292e+000
7,383738e+002;1,898431e+000
7,386149e+002;1,898515e+000
7,388560e+002;1,898524e+000
7,390970e+002;1,898448e+000
7,393381e+002;1,898292e+000
7,395792e+002;1,898089e+000
7,398202e+002;1,897903e+000
7,400613e+002;1,897820e+000
7,403023e+002;1,897931e+000
7,405434e+002;1,898288e+000
7,407845e+002;1,898877e+000
7,410255e+002;1,899602e+000
7,412666e+002;1,900305e+000
7,415076e+002;1,900803e+000
7,417487e+002;1,900953e+000
7,419897e+002;1,900700e+000
7,422308e+002;1,900095e+000
7,424719e+002;1,899278e+000
7,427130e+002;1,898420e+000
7,429540e+002;1,897667e+000
7,431951e+002;1,897084e+000
7,434362e+002;1,896637e+000
7,436772e+002;1,896215e+000
7,439183e+002;1,895675e+000
7,441593e+002;1,894900e+000
7,444004e+002;1,893848e+000
7,446415e+002;1,892572e+000
7,448825e+002;1,891209e+000
7,451236e+002;1,889943e+000
7,453646e+002;1,888957e+000
7,456057e+002;1,888388e+000
7,458467e+002;1,888301e+000
7,460878e+002;1,888681e+000
7,463289e+002;1,889441e+000
7,465699e+002;1,890440e+000
7,468110e+002;1,891518e+000
7,470521e+002;1,892524e+000
7,472932e+002;1,893351e+000
7,475342e+002;1,893957e+000
7,477753e+002;1,894375e+000
7,480163e+002;1,894702e+000
7,482574e+002;1,895069e+000
7,484985e+002;1,895607e+000
7,487395e+002;1,896405e+000
7,489806e+002;1,897497e+000
7,492216e+002;1,898851e+000
7,494627e+002;1,900385e+000
7,497037e+002;1,901998e+000
7,499448e+002;1,903592e+000
7,501859e+002;1,905095e+000
7,504269e+002;1,906467e+000
7,506680e+002;1,907695e+000
7,509091e+002;1,908781e+000
7,511501e+002;1,909731e+000
7,513912e+002;1,910557e+000
7,516323e+002;1,911276e+000
7,518734e+002;1,911917e+000
7,521144e+002;1,912525e+000
7,523555e+002;1,913159e+000
7,525965e+002;1,913878e+000
7,528376e+002;1,914728e+000
7,530786e+002;1,915728e+000
7,533197e+002;1,916867e+000
7,535607e+002;1,918099e+000
7,538018e+002;1,919359e+000
7,540429e+002;1,920573e+000
7,542839e+002;1,921673e+000
7,545250e+002;1,922607e+000
7,547661e+002;1,923345e+000
7,550071e+002;1,923884e+000
7,552482e+002;1,924238e+000
