Wavenumber;Absorbance
1464.45;1.88
1464.70;1.89
1464.94;1.89
1465.18;1.89
1465.42;1.89
1465.66;1.89
1465.90;1.89
1466.14;1.89
1466.38;1.89
1466.62;1.89
1466.86;1.90
1467.11;1.90
1467.35;1.90
1467.59;1.90
1467.83;1.90
1468.07;1.90
1468.31;1.90
1468.55;1.90
1468.79;1.90
1469.03;1.90
1469.28;1.90
1469.52;1.90
1469.76;1.90
1470.00;1.90
1470.24;1.90
1470.48;1.90
1470.72;1.90
1470.96;1.90
1471.20;1.90
1471.44;1.89
1471.69;1.89
1471.93;1.89
1472.17;1.89
1472.41;1.88
1472.65;1.88
1472.89;1.88
1473.13;1.88
1473.37;1.88
1473.61;1.88
1473.86;1.88
1474.10;1.88
1474.34;1.88
1474.58;1.88
1474.82;1.88
1475.06;1.88
1475.30;1.88
1475.54;1.88
1475.78;1.88
1476.03;1.88
1476.27;1.88
1476.51;1.88
1476.75;1.88
1476.99;1.88
1477.23;1.88
1477.47;1.88
1477.71;1.88
1477.95;1.88
1478.19;1.88
1478.44;1.88
1478.68;1.88
1478.92;1.88
1479.16;1.88
1479.40;1.88
1479.64;1.88
1479.88;1.88
1480.12;1.88
1480.36;1.88
1480.61;1.88
1480.85;1.88
1481.09;1.88
1481.33;1.88
1481.57;1.88
1481.81;1.88
1482.05;1.88
1482.29;1.88
1482.53;1.88
1482.77;1.88
1483.02;1.88
1483.26;1.88
1483.50;1.88
1483.74;1.88
1483.98;1.88
1484.22;1.88
1484.46;1.88
1484.70;1.88
1484.94;1.88
1485.19;1.88
1485.43;1.88
1485.67;1.88
1485.91;1.88
1486.15;1.88
1486.39;1.88
1486.63;1.87
1486.87;1.87
1487.11;1.87
1487.35;1.87
1487.60;1.87
1487.84;1.87
1488.08;1.87
1488.32;1.87
1488.56;1.87
1488.80;1.87
1489.04;1.87
1489.28;1.87
1489.52;1.87
1489.77;1.87
1490.01;1.87
1490.25;1.87
1490.49;1.87
1490.73;1.87
1490.97;1.88
1491.21;1.88
1491.45;1.88
1491.69;1.88
1491.94;1.88
1492.18;1.88
1492.42;1.88
1492.66;1.88
1492.90;1.88
1493.14;1.88
1493.38;1.88
1493.62;1.87
1493.86;1.87
1494.10;1.87
1494.35;1.87
1494.59;1.87
1494.83;1.87
1495.07;1.87
1495.31;1.87
1495.55;1.87
1495.79;1.87
1496.03;1.87
1496.27;1.88
1496.52;1.88
1496.76;1.88
1497.00;1.88
1497.24;1.88
1497.48;1.88
1497.72;1.88
1497.96;1.88
1498.20;1.88
1498.44;1.88
1498.68;1.88
1498.93;1.88
1499.17;1.88
1499.41;1.88
1499.65;1.88
1499.89;1.88
1500.13;1.88
1500.37;1.88
1500.61;1.88
1500.85;1.89
1501.10;1.89
1501.34;1.89
1501.58;1.89
1501.82;1.89
1502.06;1.89
1502.30;1.89
1502.54;1.90
1502.78;1.90
1503.02;1.90
1503.27;1.90
1503.51;1.90
1503.75;1.90
1503.99;1.90
1504.23;1.90
1504.47;1.90
1504.71;1.90
1504.95;1.90
1505.19;1.89
1505.43;1.89
1505.68;1.89
1505.92;1.89
1506.16;1.89
1506.40;1.89
1506.64;1.89
1506.88;1.90
1507.12;1.90
1507.36;1.91
1507.60;1.91
1507.85;1.91
1508.09;1.91
1508.33;1.92
1508.57;1.92
1508.81;1.92
1509.05;1.92
1509.29;1.92
1509.53;1.92
1509.77;1.92
1510.01;1.92
1510.26;1.92
1510.50;1.91
1510.74;1.91
1510.98;1.91
1511.22;1.91
1511.46;1.91
1511.70;1.90
1511.94;1.90
1512.18;1.90
1512.43;1.89
1512.67;1.89
1512.91;1.89
1513.15;1.89
1513.39;1.88
1513.63;1.88
1513.87;1.88
1514.11;1.88
1514.35;1.87
1514.59;1.87
1514.84;1.87
1515.08;1.86
1515.32;1.86
1515.56;1.86
1515.80;1.85
1516.04;1.85
1516.28;1.85
1516.52;1.85
1516.76;1.84
1517.01;1.84
1517.25;1.84
1517.49;1.84
1517.73;1.85
1517.97;1.85
1518.21;1.85
1518.45;1.85
1518.69;1.85
1518.93;1.85
1519.18;1.85
1519.42;1.84
1519.66;1.84
1519.90;1.84
1520.14;1.84
1520.38;1.84
1520.62;1.84
1520.86;1.84
1521.10;1.84
1521.34;1.84
1521.59;1.84
1521.83;1.84
1522.07;1.84
1522.31;1.84
1522.55;1.84
1522.79;1.84
1523.03;1.84
1523.27;1.84
1523.51;1.84
1523.76;1.84
1524.00;1.84
1524.24;1.84
1524.48;1.84
1524.72;1.84
1524.96;1.84
1525.20;1.84
1525.44;1.84
1525.68;1.84
1525.92;1.84
1526.17;1.84
1526.41;1.84
1526.65;1.84
1526.89;1.84
1527.13;1.84
1527.37;1.84
1527.61;1.84
1527.85;1.84
1528.09;1.84
1528.34;1.84
1528.58;1.84
1528.82;1.85
1529.06;1.85
1529.30;1.85
1529.54;1.85
1529.78;1.85
1530.02;1.85
1530.26;1.85
1530.51;1.85
1530.75;1.85
1530.99;1.85
1531.23;1.85
1531.47;1.85
1531.71;1.85
1531.95;1.85
1532.19;1.85
1532.43;1.85
1532.67;1.85
1532.92;1.85
1533.16;1.85
1533.40;1.85
1533.64;1.85
1533.88;1.85
1534.12;1.86
1534.36;1.86
1534.60;1.86
1534.84;1.86
1535.09;1.86
1535.33;1.86
1535.57;1.86
1535.81;1.86
1536.05;1.86
1536.29;1.86
1536.53;1.86
1536.77;1.86
1537.01;1.86
1537.25;1.86
1537.50;1.86
1537.74;1.85
1537.98;1.85
1538.22;1.85
1538.46;1.85
1538.70;1.85
1538.94;1.85
1539.18;1.85
1539.42;1.85
1539.67;1.85
1539.91;1.86
1540.15;1.86
1540.39;1.86
1540.63;1.86
1540.87;1.86
1541.11;1.86
1541.35;1.86
1541.59;1.86
1541.83;1.86
1542.08;1.86
1542.32;1.86
1542.56;1.86
1542.80;1.86
1543.04;1.86
1543.28;1.87
1543.52;1.87
1543.76;1.87
1544.00;1.87
1544.25;1.87
1544.49;1.87
1544.73;1.87
1544.97;1.87
1545.21;1.88
1545.45;1.88
1545.69;1.88
1545.93;1.88
1546.17;1.89
1546.42;1.89
1546.66;1.89
1546.90;1.89
1547.14;1.89
1547.38;1.89
1547.62;1.89
1547.86;1.89
1548.10;1.89
1548.34;1.89
1548.58;1.89
1548.83;1.89
1549.07;1.89
1549.31;1.89
1549.55;1.89
1549.79;1.90
1550.03;1.90
1550.27;1.90
1550.51;1.90
1550.75;1.90
1551.00;1.90
1551.24;1.91
1551.48;1.91
1551.72;1.91
1551.96;1.91
1552.20;1.91
1552.44;1.91
1552.68;1.91
1552.92;1.91
1553.16;1.91
1553.41;1.91
1553.65;1.91
1553.89;1.91
1554.13;1.92
1554.37;1.92
1554.61;1.92
1554.85;1.93
1555.09;1.93
1555.33;1.93
1555.58;1.93
1555.82;1.93
1556.06;1.93
1556.30;1.93
1556.54;1.93
1556.78;1.93
1557.02;1.93
1557.26;1.92
1557.50;1.92
1557.75;1.92
1557.99;1.91
1558.23;1.90
1558.47;1.89
1558.71;1.89
1558.95;1.89
1559.19;1.90
1559.43;1.91
1559.67;1.93
1559.91;1.94
1560.16;1.95
1560.40;1.95
1560.64;1.96
1560.88;1.96
1561.12;1.96
1561.36;1.96
1561.60;1.96
1561.84;1.96
1562.08;1.96
1562.33;1.96
1562.57;1.96
1562.81;1.96
1563.05;1.96
1563.29;1.97
1563.53;1.97
1563.77;1.97
1564.01;1.97
1564.25;1.97
1564.49;1.97
1564.74;1.97
1564.98;1.97
1565.22;1.97
1565.46;1.98
1565.70;1.98
1565.94;1.98
1566.18;1.98
1566.42;1.98
1566.66;1.98
1566.91;1.98
1567.15;1.99
1567.39;1.99
1567.63;1.99
1567.87;1.99
1568.11;1.99
1568.35;1.99
1568.59;1.99
1568.83;1.99
1569.08;1.99
1569.32;1.99
1569.56;2.00
1569.80;2.00
1570.04;2.01
1570.28;2.01
1570.52;2.01
1570.76;2.01
1571.00;2.01
1571.24;2.01
1571.49;2.02
1571.73;2.02
1571.97;2.02
1572.21;2.02
1572.45;2.02
1572.69;2.03
1572.93;2.03
1573.17;2.03
1573.41;2.03
1573.66;2.03
1573.90;2.04
1574.14;2.04
1574.38;2.04
1574.62;2.04
1574.86;2.04
1575.10;2.04
1575.34;2.04
1575.58;2.05
1575.82;2.05
1576.07;2.06
1576.31;2.07
1576.55;2.08
1576.79;2.08
1577.03;2.08
1577.27;2.09
1577.51;2.09
1577.75;2.09
1577.99;2.09
1578.24;2.10
1578.48;2.10
1578.72;2.10
1578.96;2.11
1579.20;2.11
1579.44;2.12
1579.68;2.12
1579.92;2.12
1580.16;2.13
1580.41;2.13
1580.65;2.14
1580.89;2.14
1581.13;2.14
1581.37;2.15
1581.61;2.15
1581.85;2.16
1582.09;2.16
1582.33;2.16
1582.57;2.17
1582.82;2.17
1583.06;2.18
1583.30;2.18
1583.54;2.19
1583.78;2.19
1584.02;2.20
1584.26;2.20
1584.50;2.20
1584.74;2.21
1584.99;2.21
1585.23;2.22
1585.47;2.22
1585.71;2.23
1585.95;2.24
1586.19;2.24
1586.43;2.25
1586.67;2.25
1586.91;2.26
1587.15;2.27
1587.40;2.27
1587.64;2.28
1587.88;2.29
1588.12;2.29
1588.36;2.30
1588.60;2.31
1588.84;2.31
1589.08;2.32
1589.32;2.33
1589.57;2.33
1589.81;2.34
1590.05;2.35
1590.29;2.36
1590.53;2.37
1590.77;2.38
1591.01;2.39
1591.25;2.40
1591.49;2.41
1591.73;2.42
1591.98;2.43
1592.22;2.44
1592.46;2.45
1592.70;2.46
1592.94;2.47
1593.18;2.49
1593.42;2.50
1593.66;2.51
1593.90;2.52
1594.15;2.54
1594.39;2.55
1594.63;2.56
1594.87;2.58
1595.11;2.59
1595.35;2.61
1595.59;2.62
1595.83;2.64
1596.07;2.65
1596.32;2.67
1596.56;2.69
1596.80;2.70
1597.04;2.72
1597.28;2.74
1597.52;2.75
1597.76;2.77
1598.00;2.78
1598.24;2.80
1598.48;2.82
1598.73;2.84
1598.97;2.86
1599.21;2.88
1599.45;2.90
1599.69;2.92
1599.93;2.94
1600.17;2.95
1600.41;2.97
1600.65;2.98
1600.90;3.00
1601.14;3.01
1601.38;3.01
1601.62;3.02
1601.86;3.03
1602.10;3.03
1602.34;3.04
1602.58;3.05
1602.82;3.05
1603.06;3.06
1603.31;3.06
1603.55;3.06
1603.79;3.07
1604.03;3.07
1604.27;3.07
1604.51;3.07
1604.75;3.07
1604.99;3.07
1605.23;3.07
1605.48;3.07
1605.72;3.07
1605.96;3.06
1606.20;3.05
1606.44;3.04
1606.68;3.03
1606.92;3.02
1607.16;3.01
1607.40;3.00
1607.65;3.00
1607.89;3.00
1608.13;2.99
1608.37;2.99
1608.61;2.98
1608.85;2.97
1609.09;2.96
1609.33;2.95
1609.57;2.94
1609.81;2.93
1610.06;2.91
1610.30;2.90
1610.54;2.89
1610.78;2.88
1611.02;2.87
1611.26;2.86
1611.50;2.85
1611.74;2.83
1611.98;2.82
1612.23;2.81
1612.47;2.79
1612.71;2.78
1612.95;2.77
1613.19;2.75
1613.43;2.74
1613.67;2.73
1613.91;2.72
1614.15;2.70
1614.39;2.69
1614.64;2.68
1614.88;2.67
1615.12;2.66
1615.36;2.65
1615.60;2.64
1615.84;2.62
1616.08;2.61
1616.32;2.59
1616.56;2.56
1616.81;2.54
1617.05;2.52
1617.29;2.50
1617.53;2.49
1617.77;2.48
1618.01;2.47
1618.25;2.46
1618.49;2.45
1618.73;2.44
1618.97;2.43
1619.22;2.42
1619.46;2.41
1619.70;2.40
1619.94;2.39
1620.18;2.38
1620.42;2.37
1620.66;2.36
1620.90;2.35
1621.14;2.34
1621.39;2.33
1621.63;2.32
1621.87;2.31
1622.11;2.30
1622.35;2.29
1622.59;2.28
1622.83;2.27
1623.07;2.26
1623.31;2.25
1623.56;2.23
1623.80;2.22
1624.04;2.21
1624.28;2.20
1624.52;2.20
1624.76;2.19
1625.00;2.19
1625.24;2.18
1625.48;2.17
1625.72;2.17
1625.97;2.16
1626.21;2.16
1626.45;2.15
1626.69;2.15
1626.93;2.14
1627.17;2.13
1627.41;2.13
1627.65;2.12
1627.89;2.12
1628.14;2.11
1628.38;2.11
1628.62;2.11
1628.86;2.11
1629.10;2.10
1629.34;2.10
1629.58;2.10
1629.82;2.10
1630.06;2.10
1630.30;2.10
1630.55;2.09
1630.79;2.09
1631.03;2.09
1631.27;2.09
1631.51;2.09
1631.75;2.10
1631.99;2.10
1632.23;2.10
1632.47;2.10
1632.72;2.10
1632.96;2.10
1633.20;2.10
1633.44;2.10
1633.68;2.11
1633.92;2.11
1634.16;2.11
1634.40;2.11
1634.64;2.11
1634.89;2.11
1635.13;2.12
1635.37;2.13
1635.61;2.13
1635.85;2.14
1636.09;2.14
1636.33;2.14
1636.57;2.15
1636.81;2.15
1637.05;2.15
1637.30;2.15
1637.54;2.15
1637.78;2.15
1638.02;2.15
1638.26;2.15
1638.50;2.15
1638.74;2.15
1638.98;2.15
1639.22;2.15
1639.47;2.15
1639.71;2.15
1639.95;2.14
1640.19;2.14
1640.43;2.14
1640.67;2.14
1640.91;2.13
1641.15;2.13
1641.39;2.13
1641.63;2.13
1641.88;2.12
1642.12;2.12
1642.36;2.12
1642.60;2.11
1642.84;2.11
1643.08;2.11
1643.32;2.11
1643.56;2.10
1643.80;2.10
1644.05;2.10
1644.29;2.09
1644.53;2.09
1644.77;2.09
1645.01;2.09
1645.25;2.08
1645.49;2.08
1645.73;2.08
1645.97;2.07
1646.21;2.07
1646.46;2.07
1646.70;2.07
1646.94;2.07
1647.18;2.07
1647.42;2.08
1647.66;2.08
1647.90;2.08
1648.14;2.08
1648.38;2.08
1648.63;2.09
1648.87;2.09
1649.11;2.09
1649.35;2.09
1649.59;2.09
1649.83;2.09
1650.07;2.09
1650.31;2.09
1650.55;2.10
1650.80;2.10
1651.04;2.10
1651.28;2.10
1651.52;2.10
1651.76;2.10
1652.00;2.10
1652.24;2.10
1652.48;2.11
1652.72;2.11
1652.96;2.11
1653.21;2.11
1653.45;2.12
1653.69;2.13
1653.93;2.14
1654.17;2.15
1654.41;2.16
1654.65;2.17
1654.89;2.17
1655.13;2.18
1655.38;2.18
1655.62;2.19
1655.86;2.19
1656.10;2.20
1656.34;2.20
1656.58;2.21
1656.82;2.21
1657.06;2.22
1657.30;2.22
1657.54;2.23
1657.79;2.23
1658.03;2.24
1658.27;2.25
1658.51;2.25
1658.75;2.26
1658.99;2.27
1659.23;2.27
1659.47;2.28
1659.71;2.28
1659.96;2.29
1660.20;2.30
1660.44;2.31
1660.68;2.31
1660.92;2.32
1661.16;2.33
1661.40;2.33
1661.64;2.34
1661.88;2.35
1662.13;2.36
1662.37;2.37
1662.61;2.38
1662.85;2.39
1663.09;2.40
1663.33;2.41
1663.57;2.42
1663.81;2.43
1664.05;2.44
1664.29;2.45
1664.54;2.46
1664.78;2.47
1665.02;2.48
1665.26;2.49
1665.50;2.50
1665.74;2.51
1665.98;2.52
1666.22;2.53
1666.46;2.54
1666.71;2.55
1666.95;2.56
1667.19;2.57
1667.43;2.58
1667.67;2.58
1667.91;2.59
1668.15;2.60
1668.39;2.61
1668.63;2.62
1668.87;2.63
1669.12;2.65
1669.36;2.66
1669.60;2.68
1669.84;2.69
1670.08;2.71
1670.32;2.72
1670.56;2.73
1670.80;2.74
1671.04;2.75
1671.29;2.76
1671.53;2.77
1671.77;2.78
1672.01;2.79
1672.25;2.79
1672.49;2.80
1672.73;2.80
1672.97;2.81
1673.21;2.81
1673.46;2.81
1673.70;2.82
1673.94;2.82
1674.18;2.82
1674.42;2.83
1674.66;2.83
1674.90;2.83
1675.14;2.82
1675.38;2.82
1675.62;2.81
1675.87;2.80
1676.11;2.80
1676.35;2.80
1676.59;2.79
1676.83;2.78
1677.07;2.78
1677.31;2.77
1677.55;2.76
1677.79;2.75
1678.04;2.74
1678.28;2.74
1678.52;2.73
1678.76;2.72
1679.00;2.71
1679.24;2.70
1679.48;2.70
1679.72;2.68
1679.96;2.67
1680.20;2.66
1680.45;2.65
1680.69;2.64
1680.93;2.63
1681.17;2.62
1681.41;2.61
1681.65;2.60
1681.89;2.60
1682.13;2.59
1682.37;2.58
1682.62;2.57
1682.86;2.57
1683.10;2.56
1683.34;2.55
1683.58;2.54
1683.82;2.54
1684.06;2.52
1684.30;2.49
1684.54;2.46
1684.78;2.44
1685.03;2.42
1685.27;2.41
1685.51;2.40
1685.75;2.39
1685.99;2.39
1686.23;2.38
1686.47;2.37
1686.71;2.36
1686.95;2.35
1687.20;2.35
1687.44;2.34
1687.68;2.32
1687.92;2.31
1688.16;2.30
1688.40;2.29
1688.64;2.28
1688.88;2.27
1689.12;2.26
1689.37;2.25
1689.61;2.25
1689.85;2.24
1690.09;2.23
1690.33;2.22
1690.57;2.21
1690.81;2.21
1691.05;2.20
1691.29;2.19
1691.53;2.19
1691.78;2.18
1692.02;2.17
1692.26;2.17
1692.50;2.16
1692.74;2.15
1692.98;2.15
1693.22;2.14
1693.46;2.13
1693.70;2.13
1693.95;2.12
1694.19;2.12
1694.43;2.11
1694.67;2.11
1694.91;2.10
1695.15;2.10
1695.39;2.09
1695.63;2.08
1695.87;2.08
1696.11;2.07
1696.36;2.06
1696.60;2.06
1696.84;2.06
1697.08;2.06
1697.32;2.05
1697.56;2.05
1697.80;2.05
1698.04;2.05
1698.28;2.04
1698.53;2.04
1698.77;2.04
1699.01;2.04
1699.25;2.03
1699.49;2.03
1699.73;2.02
1699.97;2.01
1700.21;2.00
1700.45;1.99
1700.70;1.99
1700.94;2.00
1701.18;2.00
1701.42;2.00
1701.66;2.00
1701.90;2.00
1702.14;1.99
1702.38;1.99
1702.62;1.99
1702.86;1.99
1703.11;1.99
1703.35;1.98
1703.59;1.98
1703.83;1.98
1704.07;1.98
1704.31;1.97
1704.55;1.97
1704.79;1.97
1705.03;1.96
1705.28;1.96
1705.52;1.96
1705.76;1.96
1706.00;1.95
1706.24;1.95
1706.48;1.95
1706.72;1.95
1706.96;1.95
1707.20;1.95
1707.44;1.94
1707.69;1.94
1707.93;1.94
1708.17;1.94
1708.41;1.94
1708.65;1.93
1708.89;1.93
1709.13;1.93
1709.37;1.93
1709.61;1.93
1709.86;1.92
1710.10;1.92
1710.34;1.92
1710.58;1.92
1710.82;1.92
1711.06;1.92
1711.30;1.91
1711.54;1.91
1711.78;1.91
1712.03;1.91
1712.27;1.91
1712.51;1.90
1712.75;1.90
1712.99;1.90
1713.23;1.90
1713.47;1.90
1713.71;1.89
1713.95;1.89
1714.19;1.89
1714.44;1.89
1714.68;1.89
1714.92;1.89
1715.16;1.88
1715.40;1.88
1715.64;1.88
1715.88;1.88
1716.12;1.88
1716.36;1.88
1716.61;1.88
1716.85;1.87
1717.09;1.87
1717.33;1.87
1717.57;1.87
1717.81;1.87
1718.05;1.87
1718.29;1.87
1718.53;1.87
1718.77;1.87
1719.02;1.87
1719.26;1.87
1719.50;1.87
1719.74;1.87
1719.98;1.87
1720.22;1.86
1720.46;1.86
1720.70;1.86
1720.94;1.86
1721.19;1.86
1721.43;1.86
1721.67;1.86
1721.91;1.86
1722.15;1.86
1722.39;1.86
1722.63;1.85
1722.87;1.85
1723.11;1.85
1723.35;1.85
1723.60;1.85
1723.84;1.85
1724.08;1.85
1724.32;1.85
1724.56;1.85
1724.80;1.85
1725.04;1.85
1725.28;1.85
1725.52;1.84
1725.77;1.84
1726.01;1.84
1726.25;1.84
1726.49;1.84
1726.73;1.84
1726.97;1.84
1727.21;1.84
1727.45;1.84
1727.69;1.84
1727.94;1.84
1728.18;1.83
1728.42;1.83
1728.66;1.83
1728.90;1.83
1729.14;1.83
1729.38;1.83
1729.62;1.83
1729.86;1.83
1730.10;1.83
1730.35;1.83
1730.59;1.83
1730.83;1.83
1731.07;1.83
1731.31;1.82
1731.55;1.82
1731.79;1.82
1732.03;1.82
1732.27;1.82
1732.52;1.82
1732.76;1.82
1733.00;1.81
1733.24;1.81
1733.48;1.81
1733.72;1.81
1733.96;1.81
1734.20;1.81
1734.44;1.82
1734.68;1.82
1734.93;1.82
1735.17;1.82
1735.41;1.82
1735.65;1.82
1735.89;1.82
1736.13;1.82
1736.37;1.82
1736.61;1.82
1736.85;1.82
1737.10;1.82
1737.34;1.82
1737.58;1.82
1737.82;1.81
1738.06;1.81
1738.30;1.81
1738.54;1.81
1738.78;1.81
1739.02;1.81
1739.27;1.81
1739.51;1.81
1739.75;1.81
1739.99;1.81
1740.23;1.81
1740.47;1.81
1740.71;1.81
1740.95;1.81
1741.19;1.81
1741.43;1.81
1741.68;1.81
1741.92;1.81
1742.16;1.81
1742.40;1.81
1742.64;1.81
1742.88;1.81
1743.12;1.81
1743.36;1.81
1743.60;1.81
1743.85;1.81
1744.09;1.81
1744.33;1.81
1744.57;1.81
1744.81;1.81
1745.05;1.81
1745.29;1.81
1745.53;1.81
1745.77;1.81
1746.01;1.81
1746.26;1.81
1746.50;1.81
1746.74;1.81
1746.98;1.81
1747.22;1.81
1747.46;1.81
1747.70;1.81
1747.94;1.81
1748.18;1.81
1748.43;1.81
1748.67;1.81
1748.91;1.81
1749.15;1.81
1749.39;1.81
1749.63;1.81
1749.87;1.81
1750.11;1.81
1750.35;1.81
1750.59;1.81
1750.84;1.81
1751.08;1.81
1751.32;1.81
1751.56;1.81
1751.80;1.81
1752.04;1.81
1752.28;1.81
1752.52;1.81
1752.76;1.81
1753.01;1.81
1753.25;1.81
1753.49;1.81
1753.73;1.81
1753.97;1.81
1754.21;1.81
1754.45;1.81
1754.69;1.81
1754.93;1.81
1755.18;1.81
1755.42;1.81
1755.66;1.80
1755.90;1.80
1756.14;1.80
1756.38;1.80
1756.62;1.80
1756.86;1.80
1757.10;1.80
1757.34;1.80
1757.59;1.80
1757.83;1.80
1758.07;1.80
1758.31;1.80
1758.55;1.80
1758.79;1.80
1759.03;1.80
1759.27;1.80
1759.51;1.80
1759.76;1.80
1760.00;1.80
1760.24;1.80
1760.48;1.80
1760.72;1.80
1760.96;1.80
1761.20;1.80
1761.44;1.80
1761.68;1.80
1761.92;1.80
1762.17;1.80
1762.41;1.80
1762.65;1.80
1762.89;1.80
1763.13;1.80
1763.37;1.80
1763.61;1.80
1763.85;1.80
1764.09;1.80
1764.34;1.80
1764.58;1.80
1764.82;1.80
1765.06;1.80
1765.30;1.80
1765.54;1.80
1765.78;1.80
1766.02;1.80
1766.26;1.80
1766.51;1.80
1766.75;1.80
1766.99;1.80
1767.23;1.80
1767.47;1.80
1767.71;1.80
1767.95;1.80
1768.19;1.80
1768.43;1.80
1768.67;1.80
1768.92;1.80
1769.16;1.80
1769.40;1.80
1769.64;1.80
1769.88;1.80
1770.12;1.80
1770.36;1.80
1770.60;1.80
1770.84;1.79
1771.09;1.79
1771.33;1.79
1771.57;1.79
1771.81;1.79
1772.05;1.79
1772.29;1.79
1772.53;1.80
1772.77;1.80
1773.01;1.80
1773.25;1.80
1773.50;1.80
1773.74;1.80
1773.98;1.80
1774.22;1.80
1774.46;1.80
1774.70;1.80
1774.94;1.80
1775.18;1.80
1775.42;1.80
1775.67;1.80
1775.91;1.80
1776.15;1.80
1776.39;1.80
1776.63;1.80
1776.87;1.80
1777.11;1.80
1777.35;1.80
1777.59;1.80
1777.83;1.80
1778.08;1.80
1778.32;1.80
1778.56;1.80
1778.80;1.80
1779.04;1.80
1779.28;1.80
1779.52;1.80
1779.76;1.80
1780.00;1.80
1780.25;1.80
1780.49;1.80
1780.73;1.80
1780.97;1.80
1781.21;1.80
1781.45;1.80
1781.69;1.80
1781.93;1.80
1782.17;1.80
1782.42;1.80
1782.66;1.80
1782.90;1.80
1783.14;1.80
1783.38;1.80
1783.62;1.80
1783.86;1.80
1784.10;1.80
1784.34;1.80
1784.58;1.80
1784.83;1.80
1785.07;1.80
1785.31;1.80
1785.55;1.80
1785.79;1.80
1786.03;1.80
1786.27;1.80
1786.51;1.80
1786.75;1.80
1787.00;1.80
1787.24;1.80
1787.48;1.80
1787.72;1.80
1787.96;1.80
1788.20;1.80
1788.44;1.80
1788.68;1.80
1788.92;1.80
1789.16;1.79
1789.41;1.79
1789.65;1.79
1789.89;1.79
1790.13;1.79
1790.37;1.79
1790.61;1.79
1790.85;1.79
1791.09;1.79
1791.33;1.79
1791.58;1.79
1791.82;1.79
1792.06;1.79
1792.30;1.79
1792.54;1.79
1792.78;1.79
1793.02;1.79
1793.26;1.79
1793.50;1.79
1793.75;1.79
1793.99;1.79
1794.23;1.79
1794.47;1.79
1794.71;1.79
1794.95;1.79
1795.19;1.79
1795.43;1.79
1795.67;1.79
1795.91;1.79
1796.16;1.79
1796.40;1.79
1796.64;1.79
1796.88;1.79
1797.12;1.79
1797.36;1.79
1797.60;1.79
1797.84;1.79
1798.08;1.79
1798.33;1.79
1798.57;1.78
1798.81;1.78
1799.05;1.78
1799.29;1.78
1799.53;1.78
1799.77;1.78
1800.01;1.79
1800.25;1.79
1800.49;1.79
1800.74;1.79
1800.98;1.78
1801.22;1.78
1801.46;1.78
1801.70;1.78
1801.94;1.78
1802.18;1.78
1802.42;1.78
1802.66;1.78
1802.91;1.78
1803.15;1.78
1803.39;1.78
1803.63;1.78
1803.87;1.78
1804.11;1.78
1804.35;1.78
1804.59;1.78
1804.83;1.78
1805.08;1.78
1805.32;1.78
1805.56;1.78
1805.80;1.78
1806.04;1.78
1806.28;1.78
1806.52;1.78
1806.76;1.78
1807.00;1.78
1807.24;1.78
1807.49;1.78
1807.73;1.78
1807.97;1.78
1808.21;1.78
1808.45;1.78
1808.69;1.78
1808.93;1.78
1809.17;1.78
1809.41;1.78
1809.66;1.78
1809.90;1.78
1810.14;1.78
1810.38;1.78
1810.62;1.78
1810.86;1.78
1811.10;1.78
1811.34;1.78
1811.58;1.78
1811.82;1.78
1812.07;1.78
1812.31;1.78
1812.55;1.78
1812.79;1.78
1813.03;1.78
1813.27;1.78
1813.51;1.78
1813.75;1.78
1813.99;1.78
1814.24;1.78
1814.48;1.78
1814.72;1.78
1814.96;1.78
1815.20;1.78
1815.44;1.78
1815.68;1.78
1815.92;1.78
1816.16;1.78
1816.41;1.78
1816.65;1.78
1816.89;1.78
1817.13;1.78
1817.37;1.78
1817.61;1.78
1817.85;1.78
1818.09;1.78
1818.33;1.78
1818.57;1.78
1818.82;1.78
1819.06;1.78
1819.30;1.78
1819.54;1.78
1819.78;1.78
1820.02;1.78
1820.26;1.78
1820.50;1.78
1820.74;1.78
1820.99;1.78
1821.23;1.78
1821.47;1.78
1821.71;1.78
1821.95;1.78
1822.19;1.78
1822.43;1.77
1822.67;1.77
1822.91;1.77
1823.15;1.77
1823.40;1.77
1823.64;1.77
1823.88;1.77
1824.12;1.77
1824.36;1.77
1824.60;1.77
1824.84;1.77
1825.08;1.77
1825.32;1.77
1825.57;1.77
1825.81;1.77
1826.05;1.77
1826.29;1.77
1826.53;1.77
1826.77;1.77
1827.01;1.77
1827.25;1.77
1827.49;1.77
1827.73;1.77
1827.98;1.77
1828.22;1.77
1828.46;1.77
1828.70;1.77
1828.94;1.77
1829.18;1.77
1829.42;1.77
1829.66;1.77
1829.90;1.77
1830.15;1.77
1830.39;1.77
1830.63;1.77
1830.87;1.77
1831.11;1.77
1831.35;1.77
1831.59;1.77
1831.83;1.77
1832.07;1.77
1832.32;1.77
1832.56;1.77
1832.80;1.77
1833.04;1.77
1833.28;1.77
1833.52;1.77
1833.76;1.77
1834.00;1.77
1834.24;1.77
1834.48;1.77
1834.73;1.77
1834.97;1.77
1835.21;1.77
1835.45;1.77
1835.69;1.77
1835.93;1.77
1836.17;1.77
1836.41;1.77
1836.65;1.77
1836.90;1.77
1837.14;1.77
1837.38;1.77
1837.62;1.78
1837.86;1.78
1838.10;1.78
1838.34;1.78
1838.58;1.78
1838.82;1.78
