Wavenumber;Absorbance
1089.84;1.63
1090.08;1.63
1090.33;1.63
1090.57;1.63
1090.81;1.63
1091.05;1.63
1091.29;1.63
1091.53;1.63
1091.77;1.63
1092.01;1.63
1092.25;1.63
1092.49;1.63
1092.74;1.63
1092.98;1.63
1093.22;1.63
1093.46;1.63
1093.70;1.63
1093.94;1.63
1094.18;1.63
1094.42;1.63
1094.66;1.63
1094.91;1.63
1095.15;1.63
1095.39;1.63
1095.63;1.63
1095.87;1.63
1096.11;1.63
1096.35;1.63
1096.59;1.63
1096.83;1.63
1097.08;1.63
1097.32;1.64
1097.56;1.64
1097.80;1.64
1098.04;1.64
1098.28;1.64
1098.52;1.64
1098.76;1.64
1099.00;1.64
1099.24;1.64
1099.49;1.64
1099.73;1.64
1099.97;1.64
1100.21;1.64
1100.45;1.64
1100.69;1.64
1100.93;1.64
1101.17;1.64
1101.41;1.64
1101.66;1.64
1101.90;1.64
1102.14;1.65
1102.38;1.65
1102.62;1.65
1102.86;1.65
1103.10;1.65
1103.34;1.65
1103.58;1.65
1103.82;1.65
1104.07;1.65
1104.31;1.65
1104.55;1.65
1104.79;1.65
1105.03;1.65
1105.27;1.65
1105.51;1.65
1105.75;1.65
1105.99;1.65
1106.24;1.65
1106.48;1.66
1106.72;1.66
1106.96;1.66
1107.20;1.66
1107.44;1.66
1107.68;1.66
1107.92;1.66
1108.16;1.66
1108.41;1.66
1108.65;1.66
1108.89;1.66
1109.13;1.66
1109.37;1.66
1109.61;1.67
1109.85;1.67
1110.09;1.67
1110.33;1.67
1110.57;1.67
1110.82;1.67
1111.06;1.67
1111.30;1.67
1111.54;1.68
1111.78;1.68
1112.02;1.68
1112.26;1.68
1112.50;1.68
1112.74;1.68
1112.99;1.68
1113.23;1.68
1113.47;1.68
1113.71;1.69
1113.95;1.69
1114.19;1.69
1114.43;1.69
1114.67;1.69
1114.91;1.69
1115.15;1.69
1115.40;1.69
1115.64;1.70
1115.88;1.70
1116.12;1.70
1116.36;1.70
1116.60;1.70
1116.84;1.71
1117.08;1.71
1117.32;1.71
1117.57;1.71
1117.81;1.72
1118.05;1.72
1118.29;1.73
1118.53;1.73
1118.77;1.73
1119.01;1.74
1119.25;1.74
1119.49;1.75
1119.73;1.75
1119.98;1.76
1120.22;1.76
1120.46;1.77
1120.70;1.77
1120.94;1.78
1121.18;1.79
1121.42;1.79
1121.66;1.80
1121.90;1.81
1122.15;1.82
1122.39;1.83
1122.63;1.84
1122.87;1.85
1123.11;1.86
1123.35;1.87
1123.59;1.89
1123.83;1.90
1124.07;1.91
1124.32;1.92
1124.56;1.94
1124.80;1.95
1125.04;1.95
1125.28;1.96
1125.52;1.97
1125.76;1.97
1126.00;1.97
1126.24;1.97
1126.48;1.96
1126.73;1.95
1126.97;1.94
1127.21;1.93
1127.45;1.91
1127.69;1.90
1127.93;1.88
1128.17;1.87
1128.41;1.85
1128.65;1.84
1128.90;1.83
1129.14;1.81
1129.38;1.80
1129.62;1.79
1129.86;1.77
1130.10;1.76
1130.34;1.75
1130.58;1.74
1130.82;1.74
1131.06;1.73
1131.31;1.72
1131.55;1.71
1131.79;1.71
1132.03;1.70
1132.27;1.70
1132.51;1.70
1132.75;1.69
1132.99;1.69
1133.23;1.69
1133.48;1.69
1133.72;1.68
1133.96;1.68
1134.20;1.68
1134.44;1.68
1134.68;1.68
1134.92;1.68
1135.16;1.68
1135.40;1.68
1135.65;1.68
1135.89;1.67
1136.13;1.67
1136.37;1.67
1136.61;1.67
1136.85;1.67
1137.09;1.67
1137.33;1.67
1137.57;1.67
1137.81;1.67
1138.06;1.67
1138.30;1.67
1138.54;1.67
1138.78;1.67
1139.02;1.67
1139.26;1.67
1139.50;1.67
1139.74;1.67
1139.98;1.67
1140.23;1.67
1140.47;1.67
1140.71;1.67
1140.95;1.68
1141.19;1.68
1141.43;1.68
1141.67;1.68
1141.91;1.68
1142.15;1.68
1142.39;1.68
1142.64;1.68
1142.88;1.68
1143.12;1.68
1143.36;1.68
1143.60;1.68
1143.84;1.68
1144.08;1.68
1144.32;1.68
1144.56;1.68
1144.81;1.68
1145.05;1.68
1145.29;1.68
1145.53;1.69
1145.77;1.69
1146.01;1.69
1146.25;1.69
1146.49;1.69
1146.73;1.69
1146.97;1.69
1147.22;1.69
1147.46;1.69
1147.70;1.69
1147.94;1.70
1148.18;1.70
1148.42;1.70
1148.66;1.70
1148.90;1.70
1149.14;1.70
1149.39;1.70
1149.63;1.70
1149.87;1.71
1150.11;1.71
1150.35;1.71
1150.59;1.71
1150.83;1.71
1151.07;1.72
1151.31;1.72
1151.56;1.72
1151.80;1.72
1152.04;1.73
1152.28;1.73
1152.52;1.73
1152.76;1.73
1153.00;1.74
1153.24;1.74
1153.48;1.74
1153.72;1.75
1153.97;1.75
1154.21;1.75
1154.45;1.76
1154.69;1.76
1154.93;1.76
1155.17;1.77
1155.41;1.77
1155.65;1.77
1155.89;1.77
1156.14;1.78
1156.38;1.78
1156.62;1.78
1156.86;1.78
1157.10;1.78
1157.34;1.78
1157.58;1.78
1157.82;1.78
1158.06;1.78
1158.30;1.78
1158.55;1.78
1158.79;1.77
1159.03;1.77
1159.27;1.77
1159.51;1.77
1159.75;1.77
1159.99;1.76
1160.23;1.76
1160.47;1.76
1160.72;1.75
1160.96;1.75
1161.20;1.75
1161.44;1.75
1161.68;1.74
1161.92;1.74
1162.16;1.74
1162.40;1.74
1162.64;1.73
1162.89;1.73
1163.13;1.73
1163.37;1.73
1163.61;1.73
1163.85;1.72
1164.09;1.72
1164.33;1.72
1164.57;1.72
1164.81;1.72
1165.05;1.72
1165.30;1.72
1165.54;1.71
1165.78;1.71
1166.02;1.71
1166.26;1.71
1166.50;1.71
1166.74;1.71
1166.98;1.71
1167.22;1.71
1167.47;1.71
1167.71;1.71
1167.95;1.71
1168.19;1.71
1168.43;1.71
1168.67;1.71
1168.91;1.71
1169.15;1.71
1169.39;1.71
1169.63;1.71
1169.88;1.71
1170.12;1.71
1170.36;1.71
1170.60;1.71
1170.84;1.71
1171.08;1.71
1171.32;1.71
1171.56;1.71
1171.80;1.71
1172.05;1.71
1172.29;1.71
1172.53;1.71
1172.77;1.71
1173.01;1.71
1173.25;1.71
1173.49;1.71
1173.73;1.71
1173.97;1.71
1174.21;1.70
1174.46;1.70
1174.70;1.70
1174.94;1.70
1175.18;1.70
1175.42;1.70
1175.66;1.70
1175.90;1.71
1176.14;1.71
1176.38;1.71
1176.63;1.71
1176.87;1.71
1177.11;1.71
1177.35;1.71
1177.59;1.71
1177.83;1.71
1178.07;1.71
1178.31;1.71
1178.55;1.71
1178.80;1.71
1179.04;1.71
1179.28;1.71
1179.52;1.71
1179.76;1.71
1180.00;1.71
1180.24;1.70
1180.48;1.70
1180.72;1.70
1180.96;1.70
1181.21;1.70
1181.45;1.70
1181.69;1.71
1181.93;1.71
1182.17;1.71
1182.41;1.71
1182.65;1.71
1182.89;1.71
1183.13;1.71
1183.38;1.71
1183.62;1.71
1183.86;1.71
1184.10;1.71
1184.34;1.71
1184.58;1.71
1184.82;1.71
1185.06;1.71
1185.30;1.71
1185.54;1.71
1185.79;1.71
1186.03;1.71
1186.27;1.71
1186.51;1.71
1186.75;1.71
1186.99;1.71
1187.23;1.71
1187.47;1.71
1187.71;1.71
1187.96;1.71
1188.20;1.71
1188.44;1.71
1188.68;1.71
1188.92;1.72
1189.16;1.72
1189.40;1.72
1189.64;1.72
1189.88;1.72
1190.13;1.72
1190.37;1.72
1190.61;1.72
1190.85;1.72
1191.09;1.72
1191.33;1.72
1191.57;1.72
1191.81;1.72
1192.05;1.72
1192.29;1.72
1192.54;1.72
1192.78;1.72
1193.02;1.72
1193.26;1.72
1193.50;1.72
1193.74;1.72
1193.98;1.72
1194.22;1.72
1194.46;1.72
1194.71;1.72
1194.95;1.72
1195.19;1.73
1195.43;1.73
1195.67;1.73
1195.91;1.73
1196.15;1.73
1196.39;1.73
1196.63;1.73
1196.87;1.73
1197.12;1.73
1197.36;1.73
1197.60;1.73
1197.84;1.73
1198.08;1.73
1198.32;1.73
1198.56;1.73
1198.80;1.73
1199.04;1.73
1199.29;1.73
1199.53;1.73
1199.77;1.73
1200.01;1.73
1200.25;1.73
1200.49;1.73
1200.73;1.73
1200.97;1.73
1201.21;1.73
1201.46;1.73
1201.70;1.73
1201.94;1.74
1202.18;1.74
1202.42;1.74
1202.66;1.74
1202.90;1.74
1203.14;1.74
1203.38;1.74
1203.62;1.74
1203.87;1.74
1204.11;1.74
1204.35;1.74
1204.59;1.74
1204.83;1.74
1205.07;1.74
1205.31;1.74
1205.55;1.74
1205.79;1.74
1206.04;1.74
1206.28;1.74
1206.52;1.74
1206.76;1.74
1207.00;1.75
1207.24;1.75
1207.48;1.75
1207.72;1.75
1207.96;1.75
1208.20;1.75
1208.45;1.75
1208.69;1.75
1208.93;1.75
1209.17;1.75
1209.41;1.75
1209.65;1.75
1209.89;1.75
1210.13;1.75
1210.37;1.75
1210.62;1.75
1210.86;1.75
1211.10;1.75
1211.34;1.75
1211.58;1.76
1211.82;1.76
1212.06;1.76
1212.30;1.76
1212.54;1.76
1212.78;1.76
1213.03;1.76
1213.27;1.76
1213.51;1.76
1213.75;1.76
1213.99;1.76
1214.23;1.76
1214.47;1.76
1214.71;1.76
1214.95;1.76
1215.20;1.76
1215.44;1.77
1215.68;1.77
1215.92;1.77
1216.16;1.77
1216.40;1.77
1216.64;1.77
1216.88;1.77
1217.12;1.77
1217.37;1.77
1217.61;1.77
1217.85;1.77
1218.09;1.77
1218.33;1.78
1218.57;1.78
1218.81;1.78
1219.05;1.78
1219.29;1.78
1219.53;1.78
1219.78;1.78
1220.02;1.78
1220.26;1.78
1220.50;1.78
1220.74;1.79
1220.98;1.79
1221.22;1.79
1221.46;1.79
1221.70;1.79
1221.95;1.79
1222.19;1.79
1222.43;1.79
1222.67;1.79
1222.91;1.79
1223.15;1.80
1223.39;1.80
1223.63;1.80
1223.87;1.80
1224.11;1.80
1224.36;1.80
1224.60;1.80
1224.84;1.81
1225.08;1.81
1225.32;1.81
1225.56;1.81
1225.80;1.81
1226.04;1.81
1226.28;1.82
1226.53;1.82
1226.77;1.82
1227.01;1.82
1227.25;1.82
1227.49;1.83
1227.73;1.83
1227.97;1.83
1228.21;1.83
1228.45;1.83
1228.70;1.84
1228.94;1.84
1229.18;1.84
1229.42;1.84
1229.66;1.85
1229.90;1.85
1230.14;1.85
1230.38;1.85
1230.62;1.85
1230.86;1.86
1231.11;1.86
1231.35;1.86
1231.59;1.86
1231.83;1.86
1232.07;1.86
1232.31;1.86
1232.55;1.86
1232.79;1.86
1233.03;1.86
1233.28;1.86
1233.52;1.86
1233.76;1.86
1234.00;1.86
1234.24;1.86
1234.48;1.86
1234.72;1.86
1234.96;1.86
1235.20;1.86
1235.44;1.86
1235.69;1.86
1235.93;1.86
1236.17;1.86
1236.41;1.86
1236.65;1.86
1236.89;1.86
1237.13;1.86
1237.37;1.86
1237.61;1.87
1237.86;1.87
1238.10;1.87
1238.34;1.87
1238.58;1.87
1238.82;1.87
1239.06;1.87
1239.30;1.87
1239.54;1.87
1239.78;1.87
1240.03;1.88
1240.27;1.88
1240.51;1.88
1240.75;1.88
1240.99;1.88
1241.23;1.88
1241.47;1.89
1241.71;1.89
1241.95;1.89
1242.19;1.89
1242.44;1.89
1242.68;1.90
1242.92;1.90
1243.16;1.90
1243.40;1.90
1243.64;1.91
1243.88;1.91
1244.12;1.91
1244.36;1.91
1244.61;1.92
1244.85;1.92
1245.09;1.93
1245.33;1.93
1245.57;1.93
1245.81;1.94
1246.05;1.94
1246.29;1.95
1246.53;1.95
1246.77;1.96
1247.02;1.96
1247.26;1.97
1247.50;1.97
1247.74;1.98
1247.98;1.99
1248.22;2.00
1248.46;2.01
1248.70;2.02
1248.94;2.03
1249.19;2.04
1249.43;2.05
1249.67;2.06
1249.91;2.07
1250.15;2.08
1250.39;2.10
1250.63;2.11
1250.87;2.12
1251.11;2.13
1251.35;2.14
1251.60;2.15
1251.84;2.16
1252.08;2.17
1252.32;2.17
1252.56;2.18
1252.80;2.18
1253.04;2.18
1253.28;2.17
1253.52;2.17
1253.77;2.16
1254.01;2.15
1254.25;2.14
1254.49;2.13
1254.73;2.12
1254.97;2.11
1255.21;2.09
1255.45;2.08
1255.69;2.06
1255.94;2.05
1256.18;2.04
1256.42;2.03
1256.66;2.01
1256.90;2.00
1257.14;1.99
1257.38;1.98
1257.62;1.98
1257.86;1.97
1258.10;1.96
1258.35;1.95
1258.59;1.94
1258.83;1.93
1259.07;1.93
1259.31;1.92
1259.55;1.91
1259.79;1.91
1260.03;1.90
1260.27;1.90
1260.52;1.89
1260.76;1.89
1261.00;1.88
1261.24;1.88
1261.48;1.88
1261.72;1.87
1261.96;1.87
1262.20;1.87
1262.44;1.86
1262.68;1.86
1262.93;1.86
1263.17;1.86
1263.41;1.85
1263.65;1.85
1263.89;1.85
1264.13;1.85
1264.37;1.85
1264.61;1.85
1264.85;1.85
1265.10;1.85
1265.34;1.85
1265.58;1.84
1265.82;1.84
1266.06;1.84
1266.30;1.84
1266.54;1.84
1266.78;1.84
1267.02;1.84
1267.27;1.84
1267.51;1.84
1267.75;1.84
1267.99;1.84
1268.23;1.84
1268.47;1.84
1268.71;1.84
1268.95;1.84
1269.19;1.84
1269.43;1.84
1269.68;1.84
1269.92;1.84
1270.16;1.84
1270.40;1.84
1270.64;1.84
1270.88;1.84
1271.12;1.84
1271.36;1.84
1271.60;1.84
1271.85;1.84
1272.09;1.84
1272.33;1.84
1272.57;1.84
1272.81;1.84
1273.05;1.84
1273.29;1.84
1273.53;1.84
1273.77;1.84
1274.01;1.84
1274.26;1.84
1274.50;1.84
1274.74;1.84
1274.98;1.84
1275.22;1.84
1275.46;1.84
1275.70;1.84
1275.94;1.83
1276.18;1.83
1276.43;1.83
1276.67;1.83
1276.91;1.83
1277.15;1.83
1277.39;1.83
1277.63;1.83
1277.87;1.83
1278.11;1.83
1278.35;1.83
1278.59;1.83
1278.84;1.83
1279.08;1.83
1279.32;1.83
1279.56;1.83
1279.80;1.83
1280.04;1.83
1280.28;1.83
1280.52;1.83
1280.76;1.83
1281.01;1.83
1281.25;1.83
1281.49;1.83
1281.73;1.83
1281.97;1.84
1282.21;1.84
1282.45;1.84
1282.69;1.84
1282.93;1.84
1283.18;1.84
1283.42;1.84
1283.66;1.84
1283.90;1.84
1284.14;1.84
1284.38;1.84
1284.62;1.84
1284.86;1.84
1285.10;1.84
1285.34;1.84
1285.59;1.84
1285.83;1.84
1286.07;1.85
1286.31;1.85
1286.55;1.85
1286.79;1.85
1287.03;1.85
1287.27;1.85
1287.51;1.85
1287.76;1.85
1288.00;1.85
1288.24;1.85
1288.48;1.86
1288.72;1.86
1288.96;1.86
1289.20;1.86
1289.44;1.86
1289.68;1.86
1289.92;1.86
1290.17;1.86
1290.41;1.87
1290.65;1.87
1290.89;1.87
1291.13;1.87
1291.37;1.87
1291.61;1.87
1291.85;1.88
1292.09;1.88
1292.34;1.88
1292.58;1.88
1292.82;1.88
1293.06;1.89
1293.30;1.89
1293.54;1.89
1293.78;1.89
1294.02;1.90
1294.26;1.90
1294.51;1.90
1294.75;1.91
1294.99;1.91
1295.23;1.91
1295.47;1.92
1295.71;1.92
1295.95;1.92
1296.19;1.93
1296.43;1.93
1296.67;1.93
1296.92;1.93
1297.16;1.94
1297.40;1.94
1297.64;1.94
1297.88;1.95
1298.12;1.95
1298.36;1.96
1298.60;1.96
1298.84;1.97
1299.09;1.97
1299.33;1.98
1299.57;1.98
1299.81;1.99
1300.05;1.99
1300.29;2.00
1300.53;2.00
1300.77;2.01
1301.01;2.02
1301.25;2.03
1301.50;2.04
1301.74;2.05
1301.98;2.06
1302.22;2.07
1302.46;2.08
1302.70;2.09
1302.94;2.10
1303.18;2.12
1303.42;2.13
1303.67;2.15
1303.91;2.17
1304.15;2.18
1304.39;2.20
1304.63;2.22
1304.87;2.24
1305.11;2.26
1305.35;2.28
1305.59;2.30
1305.83;2.32
1306.08;2.34
1306.32;2.36
1306.56;2.38
1306.80;2.40
1307.04;2.42
1307.28;2.44
1307.52;2.46
1307.76;2.47
1308.00;2.49
1308.25;2.50
1308.49;2.52
1308.73;2.53
1308.97;2.53
1309.21;2.53
1309.45;2.53
1309.69;2.52
1309.93;2.52
1310.17;2.50
1310.42;2.49
1310.66;2.47
1310.90;2.45
1311.14;2.43
1311.38;2.40
1311.62;2.37
1311.86;2.35
1312.10;2.32
1312.34;2.29
1312.58;2.26
1312.83;2.23
1313.07;2.21
1313.31;2.18
1313.55;2.16
1313.79;2.14
1314.03;2.11
1314.27;2.09
1314.51;2.08
1314.75;2.06
1315.00;2.04
1315.24;2.03
1315.48;2.01
1315.72;2.00
1315.96;1.99
1316.20;1.98
1316.44;1.97
1316.68;1.96
1316.92;1.95
1317.16;1.94
1317.41;1.93
1317.65;1.92
1317.89;1.92
1318.13;1.91
1318.37;1.91
1318.61;1.90
1318.85;1.90
1319.09;1.90
1319.33;1.90
1319.58;1.89
1319.82;1.89
1320.06;1.89
1320.30;1.89
1320.54;1.89
1320.78;1.89
1321.02;1.89
1321.26;1.89
1321.50;1.89
1321.75;1.89
1321.99;1.89
1322.23;1.89
1322.47;1.90
1322.71;1.90
1322.95;1.90
1323.19;1.90
1323.43;1.90
1323.67;1.91
1323.91;1.91
1324.16;1.91
1324.40;1.92
1324.64;1.92
1324.88;1.93
1325.12;1.93
1325.36;1.93
1325.60;1.94
1325.84;1.94
1326.08;1.94
1326.33;1.95
1326.57;1.95
1326.81;1.96
1327.05;1.96
1327.29;1.97
1327.53;1.98
1327.77;1.98
1328.01;1.99
1328.25;2.00
1328.49;2.01
1328.74;2.01
1328.98;2.02
1329.22;2.03
1329.46;2.04
1329.70;2.05
1329.94;2.06
1330.18;2.07
1330.42;2.09
1330.66;2.10
1330.91;2.11
1331.15;2.12
1331.39;2.14
1331.63;2.15
1331.87;2.16
1332.11;2.18
1332.35;2.19
1332.59;2.20
1332.83;2.22
1333.08;2.23
1333.32;2.24
1333.56;2.25
1333.80;2.26
1334.04;2.27
1334.28;2.28
1334.52;2.29
1334.76;2.29
1335.00;2.29
1335.24;2.29
1335.49;2.28
1335.73;2.28
1335.97;2.27
1336.21;2.25
1336.45;2.24
1336.69;2.22
1336.93;2.20
1337.17;2.18
1337.41;2.16
1337.66;2.13
1337.90;2.11
1338.14;2.09
1338.38;2.07
1338.62;2.04
1338.86;2.02
1339.10;2.00
1339.34;1.98
1339.58;1.96
1339.82;1.95
1340.07;1.93
1340.31;1.92
1340.55;1.90
1340.79;1.89
1341.03;1.89
1341.27;1.88
1341.51;1.87
1341.75;1.87
1341.99;1.86
1342.24;1.86
1342.48;1.85
1342.72;1.85
1342.96;1.84
1343.20;1.84
1343.44;1.84
1343.68;1.83
1343.92;1.83
1344.16;1.83
1344.41;1.83
1344.65;1.82
1344.89;1.82
1345.13;1.82
1345.37;1.82
1345.61;1.81
1345.85;1.81
1346.09;1.81
1346.33;1.81
1346.57;1.81
1346.82;1.81
1347.06;1.80
1347.30;1.80
1347.54;1.80
1347.78;1.80
1348.02;1.80
1348.26;1.80
1348.50;1.80
1348.74;1.80
1348.99;1.80
1349.23;1.80
1349.47;1.80
1349.71;1.80
1349.95;1.80
1350.19;1.80
1350.43;1.80
1350.67;1.80
1350.91;1.80
1351.15;1.80
1351.40;1.80
1351.64;1.80
1351.88;1.80
1352.12;1.80
1352.36;1.80
1352.60;1.80
1352.84;1.80
1353.08;1.80
1353.32;1.80
1353.57;1.80
1353.81;1.80
1354.05;1.80
1354.29;1.80
1354.53;1.80
1354.77;1.80
1355.01;1.80
1355.25;1.80
1355.49;1.81
1355.73;1.81
1355.98;1.81
1356.22;1.81
1356.46;1.81
1356.70;1.81
1356.94;1.81
1357.18;1.82
1357.42;1.82
1357.66;1.82
1357.90;1.82
1358.15;1.82
1358.39;1.82
1358.63;1.83
1358.87;1.83
1359.11;1.83
1359.35;1.83
1359.59;1.83
1359.83;1.84
1360.07;1.84
1360.32;1.84
1360.56;1.85
1360.80;1.85
1361.04;1.85
1361.28;1.86
1361.52;1.86
1361.76;1.87
1362.00;1.87
1362.24;1.87
1362.48;1.88
1362.73;1.89
1362.97;1.89
1363.21;1.90
1363.45;1.91
1363.69;1.92
1363.93;1.93
1364.17;1.93
1364.41;1.94
1364.65;1.95
1364.90;1.95
1365.14;1.96
1365.38;1.97
1365.62;1.98
1365.86;1.98
1366.10;1.99
1366.34;2.00
1366.58;2.00
1366.82;2.01
1367.06;2.01
1367.31;2.02
1367.55;2.02
1367.79;2.02
1368.03;2.02
1368.27;2.02
1368.51;2.02
1368.75;2.02
1368.99;2.02
1369.23;2.02
1369.48;2.01
1369.72;2.01
1369.96;2.00
1370.20;2.00
1370.44;1.99
1370.68;1.98
1370.92;1.98
1371.16;1.97
1371.40;1.96
1371.65;1.96
1371.89;1.95
1372.13;1.94
1372.37;1.93
1372.61;1.93
1372.85;1.92
1373.09;1.91
1373.33;1.91
1373.57;1.90
1373.81;1.89
1374.06;1.89
1374.30;1.88
1374.54;1.88
1374.78;1.87
1375.02;1.87
1375.26;1.86
1375.50;1.86
1375.74;1.86
1375.98;1.86
1376.23;1.85
1376.47;1.85
1376.71;1.85
1376.95;1.85
1377.19;1.84
1377.43;1.84
1377.67;1.84
1377.91;1.84
1378.15;1.83
1378.39;1.83
1378.64;1.83
1378.88;1.83
1379.12;1.83
1379.36;1.83
1379.60;1.83
1379.84;1.83
1380.08;1.83
1380.32;1.83
1380.56;1.83
1380.81;1.83
1381.05;1.83
1381.29;1.83
1381.53;1.83
1381.77;1.83
1382.01;1.83
1382.25;1.84
1382.49;1.84
1382.73;1.84
1382.97;1.85
1383.22;1.85
1383.46;1.85
1383.70;1.85
1383.94;1.85
1384.18;1.85
1384.42;1.85
1384.66;1.85
1384.90;1.85
1385.14;1.85
1385.39;1.84
1385.63;1.84
1385.87;1.84
1386.11;1.83
1386.35;1.83
1386.59;1.83
1386.83;1.82
1387.07;1.82
1387.31;1.82
1387.56;1.82
1387.80;1.82
1388.04;1.82
1388.28;1.81
1388.52;1.81
1388.76;1.81
1389.00;1.81
1389.24;1.81
1389.48;1.81
1389.72;1.81
1389.97;1.81
1390.21;1.81
1390.45;1.81
1390.69;1.81
1390.93;1.81
1391.17;1.81
1391.41;1.81
1391.65;1.81
1391.89;1.81
1392.14;1.81
1392.38;1.81
1392.62;1.81
1392.86;1.81
1393.10;1.81
1393.34;1.81
1393.58;1.81
1393.82;1.81
1394.06;1.81
1394.30;1.81
1394.55;1.81
1394.79;1.81
1395.03;1.81
1395.27;1.81
1395.51;1.81
1395.75;1.81
1395.99;1.81
1396.23;1.82
1396.47;1.82
1396.72;1.82
1396.96;1.82
1397.20;1.82
1397.44;1.82
1397.68;1.82
1397.92;1.82
1398.16;1.82
1398.40;1.82
1398.64;1.82
1398.89;1.82
1399.13;1.82
1399.37;1.83
1399.61;1.83
1399.85;1.83
1400.09;1.83
1400.33;1.83
1400.57;1.83
1400.81;1.83
1401.05;1.84
1401.30;1.84
1401.54;1.84
1401.78;1.84
1402.02;1.84
1402.26;1.84
1402.50;1.84
1402.74;1.84
1402.98;1.84
1403.22;1.84
1403.47;1.84
1403.71;1.84
1403.95;1.84
1404.19;1.84
1404.43;1.84
1404.67;1.84
1404.91;1.85
1405.15;1.85
1405.39;1.85
1405.63;1.85
1405.88;1.85
1406.12;1.85
1406.36;1.86
1406.60;1.86
1406.84;1.86
1407.08;1.86
1407.32;1.86
1407.56;1.86
1407.80;1.87
1408.05;1.87
1408.29;1.87
1408.53;1.88
1408.77;1.88
1409.01;1.88
1409.25;1.89
1409.49;1.89
1409.73;1.90
1409.97;1.90
1410.21;1.90
1410.46;1.91
1410.70;1.91
1410.94;1.92
1411.18;1.92
1411.42;1.92
1411.66;1.93
1411.90;1.94
1412.14;1.94
1412.38;1.95
1412.63;1.96
1412.87;1.97
1413.11;1.98
1413.35;1.99
1413.59;2.00
1413.83;2.01
1414.07;2.02
1414.31;2.04
1414.55;2.05
1414.80;2.07
1415.04;2.09
1415.28;2.11
1415.52;2.12
1415.76;2.14
1416.00;2.16
1416.24;2.19
1416.48;2.21
1416.72;2.23
1416.96;2.25
1417.21;2.27
1417.45;2.29
1417.69;2.30
1417.93;2.31
1418.17;2.32
1418.41;2.32
1418.65;2.32
1418.89;2.33
1419.13;2.34
1419.38;2.34
1419.62;2.35
1419.86;2.36
1420.10;2.36
1420.34;2.36
1420.58;2.36
1420.82;2.35
1421.06;2.34
1421.30;2.33
1421.54;2.31
1421.79;2.29
1422.03;2.27
1422.27;2.24
1422.51;2.21
1422.75;2.18
1422.99;2.15
1423.23;2.12
1423.47;2.08
1423.71;2.04
1423.96;2.01
1424.20;1.98
1424.44;1.95
1424.68;1.93
1424.92;1.92
1425.16;1.90
1425.40;1.89
1425.64;1.88
1425.88;1.87
1426.13;1.86
1426.37;1.86
1426.61;1.85
1426.85;1.84
1427.09;1.84
1427.33;1.83
1427.57;1.83
1427.81;1.83
1428.05;1.82
1428.29;1.82
1428.54;1.82
1428.78;1.82
1429.02;1.81
1429.26;1.81
1429.50;1.81
1429.74;1.81
1429.98;1.81
1430.22;1.81
1430.46;1.81
1430.71;1.81
1430.95;1.81
1431.19;1.81
1431.43;1.81
1431.67;1.81
1431.91;1.80
1432.15;1.81
1432.39;1.81
1432.63;1.81
1432.87;1.81
1433.12;1.81
1433.36;1.81
1433.60;1.81
1433.84;1.81
1434.08;1.81
1434.32;1.81
1434.56;1.81
1434.80;1.81
1435.04;1.81
1435.29;1.81
1435.53;1.81
1435.77;1.81
1436.01;1.81
1436.25;1.82
1436.49;1.82
1436.73;1.82
1436.97;1.83
1437.21;1.83
1437.46;1.84
1437.70;1.84
1437.94;1.84
1438.18;1.84
1438.42;1.84
1438.66;1.84
1438.90;1.85
1439.14;1.85
1439.38;1.85
1439.62;1.86
1439.87;1.86
1440.11;1.86
1440.35;1.86
1440.59;1.87
1440.83;1.87
1441.07;1.87
1441.31;1.87
1441.55;1.88
1441.79;1.88
1442.04;1.88
1442.28;1.88
1442.52;1.89
1442.76;1.89
1443.00;1.89
1443.24;1.89
1443.48;1.90
1443.72;1.90
1443.96;1.90
1444.20;1.90
1444.45;1.90
1444.69;1.91
1444.93;1.91
1445.17;1.91
1445.41;1.92
1445.65;1.92
1445.89;1.92
1446.13;1.92
1446.37;1.93
1446.62;1.93
1446.86;1.93
1447.10;1.93
1447.34;1.94
1447.58;1.94
1447.82;1.95
1448.06;1.96
1448.30;1.96
1448.54;1.97
1448.78;1.98
1449.03;1.98
1449.27;1.98
1449.51;1.99
1449.75;1.99
1449.99;1.99
1450.23;2.00
1450.47;2.00
1450.71;2.00
1450.95;2.00
1451.20;2.00
1451.44;2.00
1451.68;2.00
1451.92;2.00
1452.16;2.00
1452.40;2.00
1452.64;2.00
1452.88;1.99
1453.12;1.99
1453.37;1.98
1453.61;1.98
1453.85;1.97
1454.09;1.97
1454.33;1.96
1454.57;1.96
1454.81;1.95
1455.05;1.95
1455.29;1.94
1455.53;1.94
1455.78;1.94
1456.02;1.93
1456.26;1.93
1456.50;1.92
1456.74;1.92
1456.98;1.91
1457.22;1.91
1457.46;1.91
1457.70;1.90
1457.95;1.90
1458.19;1.90
1458.43;1.90
1458.67;1.90
1458.91;1.90
1459.15;1.90
1459.39;1.90
1459.63;1.90
1459.87;1.90
1460.11;1.90
1460.36;1.90
1460.60;1.90
1460.84;1.89
1461.08;1.89
1461.32;1.89
1461.56;1.89
1461.80;1.89
1462.04;1.89
1462.28;1.89
1462.53;1.89
1462.77;1.89
1463.01;1.89
1463.25;1.89
1463.49;1.89
1463.73;1.89
1463.97;1.89
1464.21;1.88
