6.028969e+002,9.076205e-001
6.031379e+002,9.081851e-001
6.033790e+002,9.095193e-001
6.036201e+002,9.109653e-001
6.038611e+002,9.117463e-001
6.041022e+002,9.113535e-001
6.043432e+002,9.097979e-001
6.045843e+002,9.075703e-001
6.048254e+002,9.053556e-001
6.050664e+002,9.036449e-001
6.053075e+002,9.024961e-001
6.055485e+002,9.015487e-001
6.057896e+002,9.002830e-001
6.060306e+002,8.983376e-001
6.062717e+002,8.957300e-001
6.065128e+002,8.928370e-001
6.067538e+002,8.901907e-001
6.069949e+002,8.881636e-001
6.072360e+002,8.867943e-001
6.074771e+002,8.857695e-001
6.077181e+002,8.846108e-001
6.079592e+002,8.829167e-001
6.082002e+002,8.805495e-001
6.084413e+002,8.776677e-001
6.086824e+002,8.746153e-001
6.089234e+002,8.717357e-001
6.091645e+002,8.692378e-001
6.094055e+002,8.671811e-001
6.096466e+002,8.655549e-001
6.098876e+002,8.643737e-001
6.101287e+002,8.636972e-001
6.103698e+002,8.635672e-001
6.106108e+002,8.638837e-001
6.108519e+002,8.643296e-001
6.110930e+002,8.643974e-001
6.113340e+002,8.635545e-001
6.115751e+002,8.614675e-001
6.118162e+002,8.581724e-001
6.120572e+002,8.541022e-001
6.122983e+002,8.499354e-001
6.125394e+002,8.463427e-001
6.127804e+002,8.437327e-001
6.130215e+002,8.421592e-001
6.132625e+002,8.413690e-001
6.135036e+002,8.409939e-001
6.137446e+002,8.407301e-001
6.139857e+002,8.404581e-001
6.142268e+002,8.402147e-001
6.144678e+002,8.400919e-001
6.147089e+002,8.401054e-001
6.149500e+002,8.401498e-001
6.151910e+002,8.400446e-001
6.154321e+002,8.396600e-001
6.156732e+002,8.390234e-001
6.159142e+002,8.383427e-001
6.161553e+002,8.379151e-001
6.163964e+002,8.379623e-001
6.166374e+002,8.384978e-001
6.168785e+002,8.392913e-001
6.171195e+002,8.399718e-001
6.173606e+002,8.402127e-001
6.176016e+002,8.398994e-001
6.178427e+002,8.391906e-001
6.180838e+002,8.384316e-001
6.183248e+002,8.379759e-001
6.185659e+002,8.380123e-001
6.188069e+002,8.385012e-001
6.190480e+002,8.392357e-001
6.192891e+002,8.399758e-001
6.195302e+002,8.405707e-001
6.197712e+002,8.410076e-001
6.200123e+002,8.413677e-001
6.202534e+002,8.417184e-001
6.204944e+002,8.419991e-001
6.207355e+002,8.419852e-001
6.209765e+002,8.413530e-001
6.212176e+002,8.398136e-001
6.214587e+002,8.372343e-001
6.216997e+002,8.336907e-001
6.219408e+002,8.294070e-001
6.221818e+002,8.246529e-001
6.224229e+002,8.196237e-001
6.226639e+002,8.144077e-001
6.229050e+002,8.090236e-001
6.231461e+002,8.035191e-001
6.233871e+002,7.980540e-001
6.236282e+002,7.929084e-001
6.238693e+002,7.884201e-001
6.241104e+002,7.848650e-001
6.243514e+002,7.823563e-001
6.245925e+002,7.808028e-001
6.248335e+002,7.799547e-001
6.250746e+002,7.795096e-001
6.253157e+002,7.792252e-001
6.255567e+002,7.789832e-001
6.257978e+002,7.787702e-001
6.260388e+002,7.786034e-001
6.262799e+002,7.784529e-001
6.265209e+002,7.782144e-001
6.267620e+002,7.777462e-001
6.270031e+002,7.769517e-001
6.272441e+002,7.758427e-001
6.274852e+002,7.745574e-001
6.277263e+002,7.733042e-001
6.279673e+002,7.722646e-001
6.282084e+002,7.715082e-001
6.284495e+002,7.709661e-001
6.286905e+002,7.704825e-001
6.289316e+002,7.699162e-001
6.291727e+002,7.692335e-001
6.294137e+002,7.685394e-001
6.296548e+002,7.680347e-001
6.298958e+002,7.679178e-001
6.301369e+002,7.682822e-001
6.303779e+002,7.690676e-001
6.306190e+002,7.700897e-001
6.308601e+002,7.711238e-001
6.311011e+002,7.720056e-001
6.313422e+002,7.726908e-001
6.315833e+002,7.732490e-001
6.318243e+002,7.738000e-001
6.320654e+002,7.744316e-001
6.323065e+002,7.751382e-001
6.325475e+002,7.758232e-001
6.327886e+002,7.763551e-001
6.330297e+002,7.766368e-001
6.332707e+002,7.766641e-001
6.335118e+002,7.765220e-001
6.337528e+002,7.763450e-001
6.339939e+002,7.762526e-001
6.342349e+002,7.763150e-001
6.344760e+002,7.765474e-001
6.347171e+002,7.769403e-001
6.349581e+002,7.774857e-001
6.351992e+002,7.781875e-001
6.354402e+002,7.790447e-001
6.356813e+002,7.800245e-001
6.359224e+002,7.810490e-001
6.361635e+002,7.820172e-001
6.364045e+002,7.828573e-001
6.366456e+002,7.835761e-001
6.368867e+002,7.842780e-001
6.371277e+002,7.851351e-001
6.373688e+002,7.863138e-001
6.376098e+002,7.878888e-001
6.378509e+002,7.897784e-001
6.380919e+002,7.917542e-001
6.383330e+002,7.935066e-001
6.385741e+002,7.947561e-001
6.388151e+002,7.953500e-001
6.390562e+002,7.953025e-001
6.392972e+002,7.947770e-001
6.395383e+002,7.940091e-001
6.397794e+002,7.932205e-001
6.400204e+002,7.925555e-001
6.402615e+002,7.920675e-001
6.405026e+002,7.917540e-001
6.407437e+002,7.916020e-001
6.409847e+002,7.916209e-001
6.412258e+002,7.918398e-001
6.414668e+002,7.922764e-001
6.417079e+002,7.929032e-001
6.419490e+002,7.936354e-001
6.421900e+002,7.943498e-001
6.424311e+002,7.949303e-001
6.426721e+002,7.953072e-001
6.429132e+002,7.954748e-001
6.431542e+002,7.954764e-001
6.433953e+002,7.953687e-001
6.436364e+002,7.951825e-001
6.438774e+002,7.949135e-001
6.441185e+002,7.945322e-001
6.443596e+002,7.940188e-001
6.446006e+002,7.933829e-001
6.448417e+002,7.926629e-001
6.450828e+002,7.918960e-001
6.453238e+002,7.910824e-001
6.455649e+002,7.901647e-001
6.458060e+002,7.890449e-001
6.460470e+002,7.876322e-001
6.462881e+002,7.858973e-001
6.465291e+002,7.839069e-001
6.467702e+002,7.818118e-001
6.470112e+002,7.797959e-001
6.472523e+002,7.780057e-001
6.474934e+002,7.764966e-001
6.477344e+002,7.752204e-001
6.479755e+002,7.740600e-001
6.482166e+002,7.728895e-001
6.484576e+002,7.716347e-001
6.486987e+002,7.702869e-001
6.489398e+002,7.688841e-001
6.491808e+002,7.674661e-001
6.494219e+002,7.660320e-001
6.496630e+002,7.645355e-001
6.499040e+002,7.629144e-001
6.501451e+002,7.611387e-001
6.503861e+002,7.592390e-001
6.506272e+002,7.573060e-001
6.508682e+002,7.554477e-001
6.511093e+002,7.537381e-001
6.513504e+002,7.521722e-001
6.515914e+002,7.506683e-001
6.518325e+002,7.491049e-001
6.520735e+002,7.473863e-001
6.523146e+002,7.454922e-001
6.525557e+002,7.434912e-001
6.527968e+002,7.415089e-001
6.530378e+002,7.396747e-001
6.532789e+002,7.380685e-001
6.535200e+002,7.367007e-001
6.537610e+002,7.355286e-001
6.540021e+002,7.344943e-001
6.542431e+002,7.335569e-001
6.544842e+002,7.327009e-001
6.547252e+002,7.319176e-001
6.549663e+002,7.311738e-001
6.552074e+002,7.303944e-001
6.554484e+002,7.294750e-001
6.556895e+002,7.283235e-001
6.559305e+002,7.269099e-001
6.561716e+002,7.252901e-001
6.564127e+002,7.235920e-001
6.566537e+002,7.219638e-001
6.568948e+002,7.205098e-001
6.571359e+002,7.192472e-001
6.573770e+002,7.181084e-001
6.576180e+002,7.169849e-001
6.578591e+002,7.157931e-001
6.581001e+002,7.145222e-001
6.583412e+002,7.132418e-001
6.585823e+002,7.120659e-001
6.588233e+002,7.110913e-001
6.590644e+002,7.103442e-001
6.593054e+002,7.097647e-001
6.595465e+002,7.092355e-001
6.597875e+002,7.086430e-001
6.600286e+002,7.079309e-001
6.602697e+002,7.071223e-001
6.605107e+002,7.062955e-001
6.607518e+002,7.055385e-001
6.609929e+002,7.049007e-001
6.612339e+002,7.043732e-001
